flare_id,duration,att_in,peak_UTC,LC0_BKG,_id,GOES_class,GOES_flux,CFL_X_arcsec,CFL_Y_arcsec,start_UTC,end_UTC,LC0_PEAK_COUNTS_4S,LC0_BKG_COUNTS_4S,LC1_PEAK_COUNTS_4S,LC1_BKG_COUNTS_4S,LC2_PEAK_COUNTS_4S,LC2_BKG_COUNTS_4S,LC3_PEAK_COUNTS_4S,LC3_BKG_COUNTS_4S,LC4_PEAK_COUNTS_4S,LC4_BKG_COUNTS_4S
335,2211100101,128,False,2022-11-10T01:01:20.161,225.36432135542316,18299,B4.8,4.812530391973269e-07,,,2022-11-10T01:00:52.161,2022-11-10T01:03:00.162,335,231.0,67,45.0,75,57.0,799,735.0,463,399.0
336,2211100049,72,False,2022-11-10T00:49:04.160,225.36432135542316,18298,B5.0,5.025762561672309e-07,,,2022-11-10T00:48:48.160,2022-11-10T00:50:00.160,303,231.0,123,45.0,151,57.0,799,735.0,463,399.0
337,2211092344,92,False,2022-11-09T23:44:40.153,225.36432135542316,18297,B6.0,6.033340014255373e-07,,,2022-11-09T23:43:44.153,2022-11-09T23:45:16.153,335,231.0,75,45.0,75,57.0,799,735.0,431,399.0
338,2211091958,4064,False,2022-11-09T19:58:36.130,225.36432135542316,18296,C4.4,4.366501798358513e-06,,,2022-11-09T19:34:00.128,2022-11-09T23:16:24.150,8703,231.0,495,45.0,231,57.0,863,735.0,463,399.0
339,2211091929,28,False,2022-11-09T19:29:16.127,225.36432135542316,18295,NA,0.0,,,2022-11-09T19:29:00.127,2022-11-09T19:29:28.127,271,231.0,67,45.0,67,57.0,735,735.0,431,399.0
340,2211091918,184,False,2022-11-09T19:18:16.126,225.36432135542316,18294,B4.9,4.938524398312438e-07,,,2022-11-09T19:17:08.126,2022-11-09T19:20:12.126,335,231.0,61,45.0,75,57.0,799,735.0,431,399.0
341,2211091847,104,False,2022-11-09T18:47:40.123,225.36432135542316,18293,B4.6,4.593489109083748e-07,,,2022-11-09T18:46:48.123,2022-11-09T18:48:32.123,335,231.0,61,45.0,67,57.0,799,735.0,431,399.0
342,2211091823,564,False,2022-11-09T18:23:24.120,225.36432135542316,18292,B5.4,5.424671485343424e-07,,,2022-11-09T18:20:20.120,2022-11-09T18:29:44.121,671,231.0,83,45.0,75,57.0,799,735.0,431,399.0
343,2211091801,220,False,2022-11-09T18:01:48.118,223.42659842299975,18291,C1.3,1.2919728078486514e-06,,,2022-11-09T18:00:12.118,2022-11-09T18:03:52.118,4351,271.0,399,45.0,115,57.0,799,735.0,431,399.0
344,2211091720,160,False,2022-11-09T17:20:00.114,223.42659842299975,18290,B4.7,4.7137368142102787e-07,,,2022-11-09T17:19:00.114,2022-11-09T17:21:40.114,367,271.0,91,45.0,75,57.0,799,735.0,431,399.0
345,2211091713,468,False,2022-11-09T17:13:48.113,223.42659842299975,18289,B5.4,5.433398087006935e-07,,,2022-11-09T17:10:32.113,2022-11-09T17:18:20.114,463,271.0,67,45.0,75,57.0,863,735.0,463,399.0
346,2211091654,212,False,2022-11-09T16:54:36.111,223.42659842299975,18288,B5.6,5.558739530897583e-07,,,2022-11-09T16:52:52.111,2022-11-09T16:56:24.111,543,271.0,151,45.0,151,57.0,799,735.0,463,399.0
347,2211091637,152,False,2022-11-09T16:37:00.110,223.42659842299975,18287,B4.9,4.938012807542691e-07,,,2022-11-09T16:35:44.110,2022-11-09T16:38:16.110,303,271.0,61,45.0,75,57.0,799,735.0,463,399.0
348,2211091613,224,False,2022-11-09T16:13:56.107,223.42659842299975,18286,B5.4,5.385535928326135e-07,,,2022-11-09T16:11:44.107,2022-11-09T16:15:28.108,303,271.0,57,45.0,75,57.0,799,735.0,431,399.0
349,2211091554,952,False,2022-11-09T15:54:32.105,223.42659842299975,18285,B7.1,7.068385912134545e-07,,,2022-11-09T15:50:44.105,2022-11-09T16:06:36.107,1087,271.0,135,45.0,91,57.0,863,735.0,463,399.0
350,2211091537,120,False,2022-11-09T15:37:28.104,223.42659842299975,18284,B5.2,5.177249136067985e-07,,,2022-11-09T15:36:44.104,2022-11-09T15:38:44.104,303,271.0,67,45.0,75,57.0,799,735.0,431,399.0
351,2211091515,3684,False,2022-11-09T15:15:20.102,223.42659842299975,18283,C1.0,1.004953105621098e-06,,,2022-11-09T14:19:20.095,2022-11-09T15:20:44.102,2687,271.0,231,45.0,83,57.0,863,735.0,495,399.0
352,2211091328,556,False,2022-11-09T13:28:12.090,223.42659842299975,18282,C1.1,1.071856218004541e-06,,,2022-11-09T13:25:32.090,2022-11-09T13:34:48.091,2687,271.0,303,45.0,167,57.0,799,735.0,463,399.0
353,2211091229,192,False,2022-11-09T12:29:04.084,223.42659842299975,18281,B4.7,4.6924708385631675e-07,,,2022-11-09T12:26:44.084,2022-11-09T12:29:56.084,271,271.0,57,45.0,75,57.0,799,735.0,431,399.0
354,2211091201,168,False,2022-11-09T12:01:08.081,223.42659842299975,18280,B5.7,5.658623081217229e-07,,,2022-11-09T11:59:52.081,2022-11-09T12:02:40.081,399,271.0,83,45.0,91,57.0,799,735.0,431,399.0
355,2211091047,608,False,2022-11-09T10:47:40.074,223.42659842299975,18279,B8.5,8.467953307444986e-07,,,2022-11-09T10:44:56.073,2022-11-09T10:55:04.074,1343,271.0,367,45.0,183,57.0,799,735.0,431,399.0
356,2211091013,296,False,2022-11-09T10:13:24.070,217.69016637429286,18278,B6.2,6.162407544252346e-07,,,2022-11-09T10:11:28.070,2022-11-09T10:16:24.070,735,231.0,115,45.0,75,57.0,799,735.0,463,399.0
357,2211090958,636,False,2022-11-09T09:58:44.069,217.69016637429286,18277,B6.2,6.191904162733408e-07,,,2022-11-09T09:55:28.068,2022-11-09T10:06:04.069,607,231.0,75,45.0,75,57.0,799,735.0,463,399.0
358,2211090926,136,False,2022-11-09T09:26:00.065,217.69016637429286,18276,B4.9,4.86860869841621e-07,,,2022-11-09T09:25:00.065,2022-11-09T09:27:16.065,335,231.0,61,45.0,91,57.0,799,735.0,463,399.0
359,2211090908,976,False,2022-11-09T09:08:44.063,217.69016637429286,18275,B6.6,6.582637865903962e-07,,,2022-11-09T08:58:40.062,2022-11-09T09:14:56.064,607,231.0,135,45.0,107,57.0,863,735.0,463,399.0
360,2211090822,196,False,2022-11-09T08:22:12.059,217.69016637429286,18274,B5.1,5.100922066958447e-07,,,2022-11-09T08:20:40.059,2022-11-09T08:23:56.059,303,231.0,53,45.0,75,57.0,799,735.0,431,399.0
361,2211090720,628,False,2022-11-09T07:20:44.052,217.69016637429286,18273,B9.6,9.645385716794408e-07,,,2022-11-09T07:18:12.052,2022-11-09T07:28:40.053,2431,231.0,247,45.0,115,57.0,799,735.0,463,399.0
362,2211090551,1940,False,2022-11-09T05:51:40.043,217.69016637429286,18272,B7.3,7.278044904523995e-07,,,2022-11-09T05:39:48.042,2022-11-09T06:12:08.045,367,231.0,67,45.0,83,57.0,863,735.0,463,399.0
363,2211090514,188,False,2022-11-09T05:14:32.039,217.69016637429286,18271,B6.4,6.404825967365468e-07,,,2022-11-09T05:13:52.039,2022-11-09T05:17:00.040,303,231.0,57,45.0,75,57.0,799,735.0,431,399.0
364,2211090458,808,False,2022-11-09T04:58:16.038,217.69016637429286,18270,B6.3,6.310129379016871e-07,,,2022-11-09T04:52:52.037,2022-11-09T05:06:20.039,335,231.0,75,45.0,83,57.0,863,735.0,431,399.0
365,2211090428,312,False,2022-11-09T04:28:24.035,217.69016637429286,18269,B6.1,6.059365773580794e-07,,,2022-11-09T04:27:24.035,2022-11-09T04:32:36.035,303,231.0,57,45.0,83,57.0,863,735.0,463,399.0
366,2211090403,108,False,2022-11-09T04:03:24.032,217.69016637429286,18268,B5.4,5.429726570582716e-07,,,2022-11-09T04:02:36.032,2022-11-09T04:04:24.032,271,231.0,61,45.0,75,57.0,799,735.0,431,399.0
367,2211090222,224,False,2022-11-09T02:22:00.023,217.69016637429286,18267,B4.6,4.598592227011977e-07,,,2022-11-09T02:20:00.022,2022-11-09T02:23:44.023,303,231.0,57,45.0,83,57.0,799,735.0,463,399.0
368,2211090134,132,False,2022-11-09T01:34:32.017,217.6887883551328,18266,B4.5,4.459582498839154e-07,,,2022-11-09T01:33:56.017,2022-11-09T01:36:08.017,303,231.0,57,41.0,67,57.0,799,735.0,431,399.0
369,2211090050,492,False,2022-11-09T00:50:20.013,217.6887883551328,18265,B6.1,6.073233294046076e-07,,,2022-11-09T00:44:44.012,2022-11-09T00:52:56.013,1215,231.0,271,41.0,135,57.0,799,735.0,463,399.0
